cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
24087_5_253,5d957096-3789-4f3e-a87f-dceb0b1b2be8,NA,NA,NA
24087_8_322,b4a1a4a8-da57-4860-aeb8-6cdaf92e5c81,NA,NA,NA
24087_7_296,991a13f5-c6fd-42a6-8d5a-bff02092d2b5,NA,NA,NA
24088_7_44,43ebd962-6f90-426d-a8e7-2192cf5ba093,T cell,CL:0000084,T cell
24087_4_164,5bef864c-753c-42c2-905d-2ff5c418f407,T cell,CL:0000084,T cell
24087_4_115,3404e949-d933-4db4-94d1-a161a9be1578,T cell,CL:0000084,T cell
24087_1_291,f2d1179a-7554-419e-a234-2714ee2b5f0b,conventional dendritic cell,CL:0000990,conventional dendritic cell
23728_6_147,bb443fd1-b17c-4d04-957d-7dd52e7d83c7,NA,NA,NA
24088_7_216,588bec1c-baab-432f-8376-4ff9106da3cd,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_3_16,328cc29b-4f49-445b-831f-dc91c4bf59bb,T cell,CL:0000084,T cell
23728_8_295,a195aa23-d944-4381-80dd-938e9ed76b36,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24088_7_113,8f5535cc-4cb0-4b7d-a4f1-55c96cd4812b,T cell,CL:0000084,T cell
24088_7_97,e740896c-f04b-497f-a531-3332ab15e83d,decidual macrophage type 2,CL:0000235,macrophage
24087_4_331,8cd022ed-95e0-46d0-b58d-24ab2fb6df88,decidual stromal cell type 1,CL:2000002,decidual cell
23728_6_7,cc1ecd07-9466-4150-a6c1-1a424f8ecf41,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
24087_2_257,973ba1af-3b27-4957-9da9-0935f998d2cd,decidual stromal cell type 2,CL:2000002,decidual cell
24087_7_380,7e4331ca-4b9f-4b85-b546-4f16972e6566,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
23728_3_190,7409b27d-324f-45d7-bec2-927bc0ef31ef,NA,NA,NA
24088_7_203,b8f49e50-6b74-4dc3-80de-24db7f4c234f,NA,NA,NA
24087_5_211,3bf1a87b-e1b1-4ee0-b1a1-40aa45b29f13,NA,NA,NA
24087_8_233,e80400da-d3ba-44b3-a1a5-43f270a53f7d,NA,NA,NA
23728_6_107,7134c037-256f-456a-bc9c-1e961f4171e1,T cell,CL:0000084,T cell
23728_5_69,f3679aca-4f69-4841-b566-0d8c6720b37d,T cell,CL:0000084,T cell
24087_2_114,9ea1618d-d058-4593-905d-58c7cc25fb84,T cell,CL:0000084,T cell
24087_1_114,6128c016-0c43-4ee8-b2ba-5842dda16bf6,T cell,CL:0000084,T cell
24087_7_237,97bcdfeb-9f74-41ba-9a90-a5a5d3bd9381,NA,NA,NA
24087_4_277,b1d71d99-f43b-40ac-a2ac-400e6ae163ca,decidual stromal cell type 2,CL:2000002,decidual cell
24087_8_264,1877b92c-ed99-42a1-aeca-2dd41bbc32dd,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24088_8_125,5e1be795-65be-42f8-9e1f-597ea1c549c7,decidual macrophage type 2,CL:0000235,macrophage
24087_8_201,9d79d63a-3b0b-46c4-8feb-07af8f82d8af,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24088_7_207,cd2524d2-dea6-48e1-93e7-cc7e7c399c1b,NA,NA,NA
23728_7_82,672ac312-3ecc-460e-8a3d-fa0c1622f8a5,decidual macrophage type 1,CL:0000235,macrophage
23728_3_87,d1f80bc4-b1b0-44d3-846e-b168f0ab7d5f,NA,NA,NA
24087_2_239,158acce6-bc7b-4ca2-b20b-46e871000aa9,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_4_262,f258305c-3c62-4dd3-b10f-4cfec85b54e2,NA,NA,NA
24087_3_244,9662f997-82df-4a3c-8f24-e3786792908a,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_7_370,6ff9bb06-bdf2-4541-b33a-b92cadd11d74,NA,NA,NA
24087_2_286,7eef0b61-8a5f-4c1b-a637-71f64c106b82,NA,NA,NA
24087_5_111,4ed6b7b2-c9df-4770-8aa7-ea1968de9356,T cell,CL:0000084,T cell
23728_4_182,7fc64e33-28b2-4b11-8bb9-9c605e1e9cfd,granulocyte,CL:0000094,granulocyte
24088_7_138,49ed1f4d-086d-424a-ae51-98662bce365a,T cell,CL:0000084,T cell
24088_4_369,fd4e745f-df50-4f3c-bf74-a90071a4b304,maternal endothelial cell,CL:0000115,endothelial cell
23728_4_31,1d59d214-5d59-4e80-88ff-dfa8539b1d94,decidual macrophage type 1,CL:0000235,macrophage
24088_4_334,608f42d6-f477-4766-a377-a5365c4523af,decidual stromal cell type 2,CL:2000002,decidual cell
23728_3_157,f3907aca-4bee-46b7-826c-187e832e9ac2,NA,NA,NA
23728_3_186,fb261e97-ed54-4273-86e2-0f1df010f0b8,NA,NA,NA
23728_5_80,917c1a99-47df-4a04-acd7-1996d9dc0a21,decidual macrophage type 1,CL:0000235,macrophage
23728_4_42,df63cf49-4528-4264-b395-443395cf9e2c,T cell,CL:0000084,T cell
24087_3_37,84cc123d-1ca5-44a8-8cde-8d4b712698cf,T cell,CL:0000084,T cell
24087_6_282,d0f02fe4-06d3-4b55-9a25-d42bca6871a4,NA,NA,NA
24087_3_374,6103a04d-5675-4305-a43b-df06536e2204,glandular epithelial cell type 2,CL:0000150,glandular epithelial cell
24088_4_337,60b818d0-dfcf-440b-b352-3d082d231937,decidual stromal cell type 1,CL:2000002,decidual cell
23728_6_339,4555a61d-0c98-4bae-b78e-699fb333052f,NA,NA,NA
23728_7_68,53d845cf-dbed-4b4d-a6f1-755f06d11760,T cell,CL:0000084,T cell
24087_6_367,df8f9101-e96f-4f36-b9df-1cfdfebd87e2,NA,NA,NA
24088_7_86,030aa8da-b881-4674-aef3-d2a9d749907c,T cell,CL:0000084,T cell
24087_3_334,13a02149-0f6c-4cbb-979e-6391e747dd12,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
23728_6_266,b3a89eda-54d5-4a45-9f3a-2e1ed9fa56ea,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24087_3_266,cb904b0f-cd58-4efb-9be9-475a282c69bc,NA,NA,NA
23728_3_306,041f40f7-64f8-4581-ab03-8187f20afe62,NA,NA,NA
23728_3_379,a5e0731b-d9b4-4106-8ad8-ba34c3888707,NA,NA,NA
23728_6_355,01600da8-3b81-4d56-8657-05e17ce6332e,decidual stromal cell type 2,CL:2000002,decidual cell
24087_6_256,d64df08c-6d70-448f-93ad-29753d667ad6,NA,NA,NA
24087_1_207,0b5a2fec-e510-4b46-a824-a64add21eff7,decidual stromal cell type 3,CL:2000002,decidual cell
24088_7_340,7a7e20e0-661d-4f2f-8b24-a4b72fcb2431,NA,NA,NA
24088_8_19,acbc1d93-c255-478e-8f92-6cee0676644a,T cell,CL:0000084,T cell
24087_5_201,3f83dd1c-bed7-469e-8084-72439c3ad089,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24087_4_64,3bc06dce-b42d-4da1-a9c5-ad96ceab7a44,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
23728_8_32,b886453b-821a-43cc-a9b0-c59f42925498,decidual macrophage type 1,CL:0000235,macrophage
23728_8_108,845482f9-156f-4c67-8693-9b18f748e152,T cell,CL:0000084,T cell
24088_8_162,6665de4f-b904-4c27-bab8-2010e54482d6,T cell,CL:0000084,T cell
23728_7_142,467357a7-f4f4-4a06-96e1-d89cc2bf8064,T cell,CL:0000084,T cell
23728_3_302,a3a0b86d-efcc-4bed-89f7-98c4d8983d8c,NA,NA,NA
24087_1_206,133aa194-4f9a-4131-a18c-8ead775de122,lymphatic endothelial cell,CL:0000115,endothelial cell
24087_7_269,6a590ef2-b89a-46c1-a26d-e623aa8c2e54,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
23728_6_143,39b29c82-7dba-41f1-8392-62e5b6e918c8,NA,NA,NA
24087_2_8,0d888ba3-ba2b-4120-9733-baacd2d67227,decidual macrophage type 1,CL:0000235,macrophage
24088_8_154,6530aeb6-14cb-40ee-8969-f8793a42b52b,NA,NA,NA
23728_3_34,d67c57f5-36ab-45b2-b991-ce9d716d02b6,decidual macrophage type 1,CL:0000235,macrophage
24087_3_299,01b89d26-0956-4ccc-985e-d6804a5b5db1,NA,NA,NA
24088_8_304,85914ff7-4c1e-48b4-b53c-376fdb5930c5,NA,NA,NA
23728_8_29,dc4a088b-80fa-4161-a1f0-c6988010ebed,decidual macrophage type 1,CL:0000235,macrophage
23728_3_119,bee8a016-27bf-4dc0-919d-84fabca3789a,decidual macrophage type 1,CL:0000235,macrophage
24087_4_184,3d3385de-2991-45e4-9464-562b47bcfa98,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_7_240,5f2e9486-1c80-4433-b365-6395516fc8eb,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24087_8_206,c98b7740-93a1-40ec-8eeb-e9b6b81ec4bc,NA,NA,NA
24087_8_202,62ebe41f-e758-43be-a5aa-b31beb43f682,NA,NA,NA
24088_7_313,c615ee10-5710-474a-9637-d8354b5cf0d1,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
23728_8_115,3a41b8fa-fd23-4cbb-8add-69379a5fa0bf,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
23728_4_26,be761bfc-f163-48d2-acf7-3216adebee94,decidual macrophage type 1,CL:0000235,macrophage
24087_6_185,fbf967d3-b839-4e06-82b4-d74e89a28058,T cell,CL:0000084,T cell
23728_6_113,d8c67d1c-07f9-4590-9c70-08b3e4b76ce4,T cell,CL:0000084,T cell
24087_8_11,57561f32-f929-475f-892c-e6c61a8008b3,decidual macrophage type 1,CL:0000235,macrophage
24087_3_10,5af3ade1-17ad-461d-a96f-fc31b7dc8e4d,decidual macrophage type 1,CL:0000235,macrophage
23728_8_371,82c796d6-5cf3-4e60-8b82-2ebcb011f40d,decidual stromal cell type 3,CL:2000002,decidual cell
24087_6_171,55845c84-906d-45cb-aa2f-f3d3b5f558c2,decidual macrophage type 2,CL:0000235,macrophage
24088_4_260,bf0a6cc8-47a6-4780-b6ef-ef6be08e641b,decidual perivascular cell type 2,CL:0008033,decidual perivascular cell
23728_6_307,000c9f8e-c53f-4eb4-ba60-283ff1632039,NA,NA,NA
23728_4_140,b9eebc0e-9a25-4674-9300-61c817d57268,T cell,CL:0000084,T cell
23728_4_169,7086b06a-740f-43d2-b962-260d69ca1d2b,NA,NA,NA
23728_5_367,39ab8144-ec49-4685-a043-b35636476e74,NA,NA,NA
24087_6_328,8e53adbe-62af-449c-b585-6280c6908f67,NA,NA,NA
24087_2_12,15306a4e-4c82-4036-990d-4c991f3b6298,T cell,CL:0000084,T cell
23728_3_222,56c27a17-424a-4fc0-8ca7-922452b5f6d8,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_8_27,61fd41e2-ff25-4a83-9cdf-7c9267d08874,NA,NA,NA
24087_6_325,a8e72fad-202c-41bb-a660-6e6dc7976c59,NA,NA,NA
24087_7_140,f881bd7b-1109-429e-9dcf-a37b3deb329b,T cell,CL:0000084,T cell
24087_7_63,f21427f1-fb37-4dea-b97f-b4a3e573a69c,T cell,CL:0000084,T cell
24088_8_235,9ad72bc0-0677-4312-9434-bac24cde3382,NA,NA,NA
24087_7_183,9023410b-feb6-4ddd-a00f-62b41030d64a,T cell,CL:0000084,T cell
23728_5_172,18cd540d-f457-45f8-8bb2-7e9dba9d3259,decidual macrophage type 2,CL:0000235,macrophage
24087_8_184,4cd52314-2ab1-4f79-9834-9a154bf86f4d,NA,NA,NA
24087_6_208,4869e30b-2360-4e8f-b22a-001fbf8e262d,NA,NA,NA
24087_3_109,8bcc9606-ebae-4cb1-b4e6-4213982429b8,T cell,CL:0000084,T cell
24088_8_274,5ff89d62-4a30-4271-b3d5-8bdf6abdc147,NA,NA,NA
24087_4_218,ff847cb5-9d75-48ab-9f07-78b9bcab0743,NA,NA,NA
24088_7_315,eb8f0dc1-7efc-461f-b4b9-643af2e8cb7b,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24087_5_104,ffe98921-1d24-4c92-a229-52fc25c061b8,decidual macrophage type 2,CL:0000235,macrophage
23728_8_209,357de074-322e-4e52-a068-ee700a7c5b42,NA,NA,NA
23728_7_258,d23ae962-89be-42f8-8424-1c7ac194f226,NA,NA,NA
24087_5_365,3b7abe56-6d95-4905-b5d1-030923c354ce,NA,NA,NA
24087_3_122,72567fdc-bd0e-49e2-a4c5-3c81bf651f54,decidual macrophage type 1,CL:0000235,macrophage
24087_3_38,c3423ace-c727-441c-aef4-d7b0ef4b4e64,T cell,CL:0000084,T cell
24087_5_376,ff9d8f7b-4959-4fe2-a29c-8e403270e340,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
24087_2_76,487cf84a-041a-4bcc-ba53-e8da33d77c20,decidual macrophage type 1,CL:0000235,macrophage
23728_8_113,ac624938-6ffd-4cde-8a64-d7e5550cf5ba,T cell,CL:0000084,T cell
23728_5_276,dfc64923-375b-4a1b-893d-18c2babbfe9a,decidual stromal cell type 1,CL:2000002,decidual cell
23728_3_333,75c04c05-dd66-481f-844b-6ace9aafd012,NA,NA,NA
23728_3_371,38a9cd65-032c-4428-90ab-353d5dae0d00,NA,NA,NA
24087_1_125,7a312e2c-5cf4-44b7-b107-ea85e9d0e0b3,decidual macrophage type 1,CL:0000235,macrophage
24088_4_342,66acd0a7-3c3a-416a-94fe-bacc9fd82a40,maternal endothelial cell,CL:0000115,endothelial cell
23728_7_128,bbd2c93b-9966-4070-a690-89373b838934,decidual macrophage type 1,CL:0000235,macrophage
23728_8_217,5992b93e-3fa0-4c9f-8f78-8579678b8ccf,NA,NA,NA
24088_4_328,8dd51ac7-4601-487d-a9c8-a78223e598f8,decidual stromal cell type 1,CL:2000002,decidual cell
24088_7_249,35850bd7-2ce3-491d-98fc-37e42ba2f355,decidual stromal cell type 2,CL:2000002,decidual cell
24087_6_327,0bcec909-1ab2-4712-96a4-fee75c5bd305,NA,NA,NA
24088_8_17,88f263b5-f74d-40ba-8f1e-a2233abe3add,T cell,CL:0000084,T cell
24087_1_334,d9bab85b-840c-4f8b-b05f-620e3ebcbb98,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_7_42,add73e7d-7f01-4164-bc4d-3e1750ad91db,T cell,CL:0000084,T cell
24087_3_348,b15d0a03-53c5-4c3b-8e11-9ad2e5d6aec8,glandular epithelial cell type 2,CL:0000150,glandular epithelial cell
24087_6_292,633a43c1-9251-40d8-ac54-b8f185f5a9c8,T cell,CL:0000084,T cell
23728_7_250,66a5a66d-47e5-48ff-a2fb-b6c093771e6b,NA,NA,NA
24087_5_154,6628940d-4a09-4e52-81df-dab03d265ffe,decidual macrophage type 2,CL:0000235,macrophage
24088_7_78,daee7a59-c9dd-42ac-a20e-e75c0c1116a5,NA,NA,NA
24087_3_165,3d636462-d378-4355-b64c-857a8d5de78a,NA,NA,NA
24087_2_322,1624f750-2b6e-43c2-aa74-5ffba759f6bd,decidual stromal cell type 1,CL:2000002,decidual cell
24087_7_92,b0af3ff2-9d4c-4fa7-a7da-60c7afe94c30,T cell,CL:0000084,T cell
24087_1_210,01b2d727-bff2-4ddd-b348-4944bc389e05,NA,NA,NA
23728_6_80,c04fb88e-92d5-4424-afa7-c0cef568d431,decidual macrophage type 1,CL:0000235,macrophage
23728_7_117,7ddc1159-0330-4e47-99f0-3bce7d44728a,T cell,CL:0000084,T cell
23728_8_239,4b4319be-bd02-4ab2-8d75-d49f8d0ae96c,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_8_326,d7ddf293-a7c7-411f-b92f-133fb324ed7c,NA,NA,NA
23728_6_70,2ffc02f3-c4d2-424b-84bc-44ede3eb9a82,T cell,CL:0000084,T cell
23728_3_246,2492a846-b7cf-46d0-b704-01ace8c4a628,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24087_5_171,44181856-6595-4f09-8470-baf45a3f3361,NA,NA,NA
23728_4_111,eb299c60-36ed-485b-ad8f-9d72c561c47e,T cell,CL:0000084,T cell
24087_5_128,8d510fdd-e433-4b98-a8f2-d7efbed947dd,decidual macrophage type 2,CL:0000235,macrophage
24087_1_335,0fdb1479-a1e5-466b-8b7b-bd08f72d55e1,innate lymphoid cell,CL:0001065,innate lymphoid cell
24087_6_119,96c86eda-f803-45b3-9c8a-8dca43d027b8,decidual macrophage type 2,CL:0000235,macrophage
23728_8_63,3ed59948-73ba-45e6-bc38-3b523f62d1c2,T cell,CL:0000084,T cell
24087_7_141,952adcd8-2814-4ba9-a065-5729825cd6f5,T cell,CL:0000084,T cell
24087_7_339,67a0f0bb-2a5e-431f-8a73-f2a630791b78,NA,NA,NA
24088_8_93,ee91fc79-9484-4e60-9b48-ce4f5771cb45,T cell,CL:0000084,T cell
24088_7_127,21e6003b-85ea-4716-97ea-135fb19864bb,decidual macrophage type 2,CL:0000235,macrophage
24087_8_57,9ccdc2d2-65cb-4828-8fbc-a1b9167dcb4e,Hofbauer cell,CL:3000001,Hofbauer cell
23728_8_313,6c7b08ef-1b98-4062-8248-f91091ac9dcd,NA,NA,NA
24088_4_348,72b120b5-2451-4d8d-8b4b-81ceb1d77f11,NA,NA,NA
23728_8_303,e64ea735-899e-4253-b6aa-0e32b2717ed2,NA,NA,NA
23728_6_110,d870c44a-27ff-4096-aa01-98e571100356,T cell,CL:0000084,T cell
24087_8_301,3179a88c-4bd2-4860-830c-0d2c3f1f678d,NA,NA,NA
24088_7_63,eb39b50b-0184-4b0b-8ecc-6db9ff3595ea,T cell,CL:0000084,T cell
24088_4_196,6524defb-f180-4260-9cd6-f5fe4ace2454,maternal endothelial cell,CL:0000115,endothelial cell
24088_8_363,5c80fed0-2569-404f-8b9f-5b6a55882333,conventional dendritic cell,CL:0000990,conventional dendritic cell
24088_8_173,c55e336a-23ff-4687-acd9-c4daefd2f561,NA,NA,NA
23728_5_185,041344f8-ecfd-4350-be81-3aef030b3102,NA,NA,NA
24087_6_144,2ca1c753-683f-4c07-88f8-2c07cffa6201,decidual macrophage type 2,CL:0000235,macrophage
23728_4_331,c69a7756-79a6-404d-a6cb-4989360e8834,decidual stromal cell type 2,CL:2000002,decidual cell
24088_8_11,4637dbfe-a37e-4f85-9fda-c4af9bb108f4,decidual macrophage type 2,CL:0000235,macrophage
24087_2_368,06fca194-8865-41a8-8660-2e668465fec4,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
23728_4_147,9e1dd16d-7ab6-4543-8e0b-5e2657d5aa08,decidual macrophage type 2,CL:0000235,macrophage
23728_6_29,bf9c5a09-5b67-48c7-b0c9-29304c9bf570,decidual macrophage type 1,CL:0000235,macrophage
23728_6_135,52352b6c-2476-4339-97aa-44486a9444b3,NA,NA,NA
24087_7_189,d6357d76-65b7-4338-a221-947dd21e4dbd,T cell,CL:0000084,T cell
23728_3_38,52bd6fbb-94d7-42d4-a6f8-aafab668146a,T cell,CL:0000084,T cell
23728_3_80,cadcdabf-25ed-4831-8702-9d39d5daa36a,decidual macrophage type 1,CL:0000235,macrophage
24087_4_233,6663ff3e-f58b-4785-8ae1-88239c3452b8,decidual perivascular cell type 1,CL:0008033,decidual perivascular cell
24087_2_149,7fe3d6d9-b60c-4f79-b8c8-1df54513316d,decidual macrophage type 1,CL:0000235,macrophage
24087_2_314,4762f94d-ad26-4302-bd9e-30ce55eb14bf,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
23728_3_57,4654ec42-33f4-4eb0-ac5d-6d5b39d9bcd2,decidual macrophage type 1,CL:0000235,macrophage
24087_1_263,73e658b9-5ff1-4f19-be56-62d95bca30df,NA,NA,NA
24087_5_218,bc6ad3f7-f497-4e1b-8373-88ae644ccfdf,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_6_175,dff255ef-ac19-42a5-977e-d75f31a5ab73,decidual macrophage type 2,CL:0000235,macrophage
23728_4_246,f08ca2c7-3f53-4b35-9846-3821252526d3,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24088_8_373,5d33f2ad-8ede-4979-98db-1d3fba5061ce,syncytiotrophoblast cell,CL:0000525,syncytiotrophoblast cell
24088_7_116,d479cab8-cacf-4b7b-ac41-838a6fa20d5c,T cell,CL:0000084,T cell
24087_7_164,27a6ad74-cdc7-49ee-8292-586c85b1c52c,T cell,CL:0000084,T cell
23728_4_38,f14537da-dd67-4b50-83cd-47a590782573,T cell,CL:0000084,T cell
24087_2_352,d7f5ebc6-5e06-4774-acf7-9d8d85781953,decidual stromal cell type 1,CL:2000002,decidual cell
24087_4_269,c498630b-5607-48ec-83ad-553c57c6da8a,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_8_85,6d9b287b-8524-4264-8cec-db95df53e2d1,T cell,CL:0000084,T cell
23728_8_140,b6efb2c0-8989-4f11-87a4-9c94ceb63b9f,T cell,CL:0000084,T cell
23728_5_178,205db5c1-7dad-4160-9265-68c08ef05287,decidual macrophage type 1,CL:0000235,macrophage
24088_8_358,7dc4a54d-eb70-4008-bee9-5b3d214973d9,conventional dendritic cell,CL:0000990,conventional dendritic cell
24088_4_212,01005414-8345-467d-a266-460232b99354,NA,NA,NA
23728_5_167,3b0f938d-619b-4e60-807f-8fcfefb09a09,decidual macrophage type 2,CL:0000235,macrophage
23728_7_359,80efb2c8-b8b4-4b87-8990-eeaab253e87a,NA,NA,NA
23728_5_54,a9103cbc-1f9b-473a-92b8-4e7fa339abf8,NA,NA,NA
24087_6_362,60c643a5-48c9-4762-b8f8-e68978eda804,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_7_131,b90675fd-67a8-4862-a076-70565b4ebf14,T cell,CL:0000084,T cell
24088_4_236,9266937a-0d26-4294-89d2-bf327a12f35d,decidual stromal cell type 1,CL:2000002,decidual cell
24087_5_116,606d8fef-f893-4637-afa5-a1c39bb5aa35,T cell,CL:0000084,T cell
23728_8_85,327c7c05-4c06-4254-9dbd-e03cec29a44e,T cell,CL:0000084,T cell
24088_4_315,6a367c88-d9e7-4729-b635-753583a44eca,maternal endothelial cell,CL:0000115,endothelial cell
24087_7_12,380751c8-31b3-4d5f-a562-27fc0c2d445e,T cell,CL:0000084,T cell
24087_5_302,39e3f97b-73fe-42c4-af71-32d02a793d11,NA,NA,NA
23728_3_7,f61b1cf8-af0e-4200-816a-4cf8be8a6e50,decidual macrophage type 1,CL:0000235,macrophage
24088_7_300,e86bc4d7-dd5c-492f-9b63-42ef139f9eae,decidual stromal cell type 1,CL:2000002,decidual cell
23728_4_259,e3cd8154-6ab1-4ad1-80cb-3700a35ee625,NA,NA,NA
24087_8_325,018573a6-e1e7-47b5-bafc-339256b3ddd3,NA,NA,NA
24088_4_242,e3755806-9052-46a9-91b3-d61b05f71d85,decidual stromal cell type 1,CL:2000002,decidual cell
23728_7_47,eccaf58c-1565-438b-8797-098678630cad,NA,NA,NA
24088_7_163,3bed1bef-99df-4bf2-af62-6ba508cd5e42,T cell,CL:0000084,T cell
24088_8_366,e3478e4f-f8e6-412e-a823-d72b57e4c925,NA,NA,NA
23728_3_269,ceaffcc5-fd4d-4a48-b10f-b3ab88a3425b,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_7_234,0dcef623-7397-45db-af4a-2339ab7f2ad4,NA,NA,NA
24088_4_324,37372302-3915-45f0-a6c4-ae52fbd2ee4c,NA,NA,NA
23728_5_313,b58ab4cc-be76-4da9-9559-5a4cd07c9330,NA,NA,NA
24088_7_83,998d7097-cf50-49b4-8040-0be5d3b057f4,T cell,CL:0000084,T cell
24087_4_7,5993e26c-cbc9-41f5-9902-3f9394e7b96c,decidual macrophage type 1,CL:0000235,macrophage
23728_6_165,2357bcc2-9f20-42c2-bf4a-a441b3211c34,T cell,CL:0000084,T cell
23728_7_160,0d8b3358-80de-42ce-bee9-b3086c6e3536,T cell,CL:0000084,T cell
23728_8_127,e4d1e856-624a-4b7b-98ed-f42afd7621b1,Hofbauer cell,CL:3000001,Hofbauer cell
24087_2_261,c732c62f-f66b-4635-8b2b-1e7c3d38753f,NA,NA,NA
24088_4_211,ec0844f3-6654-48ce-9ac4-9ea6c74dda5a,decidual stromal cell type 1,CL:2000002,decidual cell
23728_8_125,ca4f3484-7ea7-41b1-b92b-ea8f62df92bb,decidual macrophage type 1,CL:0000235,macrophage
24087_7_26,9dbf5547-7bce-42c4-90fd-910cfa3baed7,decidual macrophage type 2,CL:0000235,macrophage
23728_6_260,ca7e0698-f5d3-460f-8a00-d97d27af2601,NA,NA,NA
24087_4_211,507fda87-d3b4-4c61-86b5-ad7be01706f0,decidual stromal cell type 3,CL:2000002,decidual cell
24088_8_342,775a2621-4711-4f5d-ae64-fdd71d92e29c,NA,NA,NA
23728_4_57,086ec211-e3e5-4719-9e66-0db2a93bf1d4,decidual macrophage type 2,CL:0000235,macrophage
24087_1_342,532e3a55-a9e6-4216-89d3-dfa15db4e1fe,plasma cell,CL:0000786,plasma cell
24087_7_285,c9d54a0f-9b7d-492d-964c-72c50a080369,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24088_7_299,28225127-536e-461e-b6e2-1c583d530b01,decidual stromal cell type 2,CL:2000002,decidual cell
24087_3_33,85cf6b42-e542-4690-aab2-9cf1e2145d9e,decidual macrophage type 1,CL:0000235,macrophage
24087_3_336,bcba92ec-0c7d-4f1e-b0da-bac6beead4c7,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24088_4_239,cdada8da-80a5-46b6-8f60-9312bdd12b13,decidual stromal cell type 1,CL:2000002,decidual cell
23728_5_93,51a367d6-1052-479b-962d-3d6dbc843eed,NA,NA,NA
24088_8_294,75f0f310-58dc-41ea-8154-ce69f07739a1,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24087_3_265,b8ef1114-2e20-45cd-a562-c40c363c86dd,NA,NA,NA
24088_4_339,45ad0200-80bb-4781-96ef-91f10579a337,decidual stromal cell type 2,CL:2000002,decidual cell
23728_4_155,9be9af75-67c2-4d91-bf92-84c5ae3c8bcb,T cell,CL:0000084,T cell
24087_4_123,583416d1-ff4b-4f72-bc84-fe0af26f84f0,decidual macrophage type 1,CL:0000235,macrophage
23728_8_234,af0de2c0-fbbc-4ef0-af60-8f84ed0a469a,NA,NA,NA
24087_3_108,9b63a98f-071d-470a-8426-c68f20b4879b,T cell,CL:0000084,T cell
24087_3_175,ce77966a-147b-4d15-bcbd-a3409f1729db,decidual macrophage type 1,CL:0000235,macrophage
23728_8_43,1bb7c0d9-386c-44e5-8e1d-e5eb06f86835,T cell,CL:0000084,T cell
23728_7_245,76de8184-1e02-421e-bf1b-7dbcfc98c36c,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24088_8_35,fe569100-9253-4c80-aa50-c5ccd336c6d8,T cell,CL:0000084,T cell
24087_5_373,6680c55c-5730-4ac0-abc7-5a350b05e2c6,syncytiotrophoblast cell,CL:0000525,syncytiotrophoblast cell
23728_4_285,69405c5b-04ef-41cf-b321-c3e53cd4d751,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_4_204,ddfcaee2-22fd-483d-9fba-f9fefa248912,NA,NA,NA
23728_4_39,71d4b261-778f-4e01-901b-acc155e719d5,proliferating decidual natural killer cell,CL:0002343,decidual natural killer cell
24087_8_124,f8c5a243-4c52-41b3-8c7d-14490fc37411,NA,NA,NA
24087_7_58,6aaebebb-aaf6-45ee-9da5-27066f3bf71f,decidual macrophage type 2,CL:0000235,macrophage
23728_6_84,3671914f-5100-46aa-9045-11d534ad13c3,NA,NA,NA
