cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
D26Dp4H11,d10f531e-377d-4b95-883a-e9f8f182bbb6,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D26Dp28B04,470be895-f5b2-4913-b76f-4081a8dde82a,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13A01,631c510f-1bec-48f3-ad23-c8178bb98c96,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13A04,f19d6cbd-e153-436f-9ae1-b445543e7f3d,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13A11,50522f20-d916-4223-8b9d-0c27d809119e,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13B02,e48985ac-19f8-46d0-b4af-2eaaaca17a6d,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13B09,8bbce731-b56d-44c2-ac38-f0abd9bf56bc,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13C03,c843bd2f-d152-4d69-bb21-b1d9d57e4eb0,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13C05,c69b74b9-cfec-4361-8654-9eaf9e1e0e96,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13C07,056d8492-f30c-4dbc-9ae4-b06a3cce4917,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13C09,ae50fe62-9eef-4103-82eb-6a18e3ba9e70,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13C10,8da74f23-e96c-41c0-97dd-a6cd99d176a3,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13D01,6b3df0c1-9471-41df-aab4-c2b9c75f01e5,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13D11,fa4bb4a4-14dc-45bb-b285-6713696cc292,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13E01,9829bf77-5eb8-45dd-9b85-259c61494efc,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13E06,83c47d98-0b2d-4745-a590-af38cb9aeec4,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13E07,f7092512-af7b-44ac-ab4c-c4eeae69e7ac,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13E10,4d96cb97-6ea6-4f5d-b5f5-2678cd79b06a,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13F03,c04a0f87-d6f0-4a22-810f-6b1b758dd7bf,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13F04,b05e9b7e-2e92-4a0a-b3fc-f33241d7a13e,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13F05,86e7a585-7831-487f-90b5-769908da0e74,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13F09,5cdc5b30-65aa-45ff-8f88-5a310d782cd7,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13F11,a1694ddc-e919-4508-af33-08105b6a7a7c,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13G08,f548f72f-a777-4b47-9ef0-2feff44d07df,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13G09,182f997f-c78f-4c82-b3ab-051bbbc92f2a,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13G11,1687b1d5-2418-418c-9d01-bed2d73475f9,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13H03,498a7a82-4306-4d81-ae15-b4afa43b9e24,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn15C03,98519760-0bb3-4e6a-9213-3007b02b4818,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn15D02,49ac880f-f410-4b87-88da-1fe82ebd8c27,MGE progenitor,CL:0011020||UBERON:0004024,neural progenitor cell||medial ganglionic eminence
D54Dn13A03,76a17980-5853-4429-afa5-d36e13e2a349,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13A05,0f98ec46-7954-467a-b391-7c25fa5a3d7c,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13A07,13cc8f44-084c-431e-af8f-4c1b99fbaaf9,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13B05,e74eaf20-33d5-4ee7-8b47-f1897fe3397f,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13B10,bef13f67-8b3f-459c-8397-fa88413f9dcf,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13B11,a18b76fa-da0c-4a80-96ce-f3933dcf4e7f,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13C11,2d785ce5-54ce-4b35-9765-2c96fb992c92,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13D03,861dbe79-4e84-4749-b3a7-1a7986eda85f,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13D04,035dcdfa-f51c-4165-9933-0dfa81099add,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13D07,ded2ed32-c332-4dde-9049-1f0d942f1f1b,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13E02,26197693-4955-4c7b-afb9-f1abbf02d5f1,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13E08,5373a7a4-aad0-4d4a-8f8e-8d77eb896444,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13F02,77a864e4-8dee-4d2b-8621-42429c356c35,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13F06,e39207a3-8f2f-47c1-97e5-302478b5f51a,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13F07,5fbe36a3-2cd9-4977-ae86-9f9d6c67545d,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13F10,2fdbeaec-ff43-4de9-9a30-a8b2d43b7de5,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13G01,08c95036-3edd-4b04-b31a-ea3603adb431,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13G07,d03e9884-7937-4b95-9560-886450766ca4,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13H05,a63db500-1a87-4ee8-9d35-b42687dbde57,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn13H07,f9b774f4-8dfd-4a9a-9961-f1bcc33c234b,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn15A06,74836564-d462-488c-b885-6f8371515092,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn15C01,e7d8bb4d-5ddf-4461-aeaf-b544bdd56646,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn15C06,804b8777-8892-4806-9c6f-293eed30139c,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn15D07,67a88397-01bc-4de6-b620-0bbfeae53196,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn15E02,afaddd94-8f62-4792-9b91-83bb121b09a1,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn15G06,36ac6c32-fe6f-4e03-8320-d67292210bea,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19A07,709766ff-845a-4a49-b142-632ca5c27804,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19A09,a52f0595-05c7-4997-bef4-cb091a2049b7,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19A10,c2dffaf3-7c6d-4a20-89e4-21aa9df9dec0,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19A11,5a389555-4d1e-4cce-9ac9-6dda77e22082,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19B01,fba8abd1-30e1-473e-b002-719b9e214ba9,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19B09,868be37e-b1eb-48ee-801d-d46e97044ef4,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19C09,712169d5-c7de-48c3-aa74-fb6eb61b6354,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19C10,ec4ab5f4-387f-41c5-9178-d35ce89146f9,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19C11,b910f317-646a-40cb-93c2-e7b65238c788,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19E10,c610e716-5814-4842-906e-bd074e696c59,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19E11,45847d88-7907-4245-be01-af3eec35dc61,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19G11,bffe6679-7475-437b-8083-a448c34d216c,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn19H11,babf64c7-3746-4fd3-9103-8a6e5f171cd3,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKB01,0398464c-7bff-48f7-ae84-8392b85e8a55,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKB03,b1d72ade-e46b-4cba-9841-13e06949eea5,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKB05,734b7644-faac-4ee4-a6de-988ba7ca3cc6,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKC02,cb60fba8-21f2-4cc8-a052-e07c2a8aa0b8,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKC03,6e59e4de-801b-4777-a505-5a54d0740459,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKC06,d3050c12-a029-4abe-851b-d97237b68ba7,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKD02,52835f1b-1949-4e05-ab25-cf34d398b40e,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKF03,c5fb0f06-d49b-4090-bb89-5edf7252f14c,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKF06,5f22b43a-e3e6-4dfd-88a9-4cb9b5f00523,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D54Dn25SKG03,47d0ab27-8bd1-400b-a9d8-5045fc17b4a4,MGE progenitor,CL:0011020||UBERON:0004025,neural progenitor cell||medial ganglionic eminence
D100Dn20A02,19a79111-5b77-468d-bda5-15c40eba4728,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20A07,e774ced0-69c5-490b-a8b1-67af4a831574,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20A10,a5acecfd-1854-4580-81d7-8848ec19ad20,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20B04,a8889185-2581-478f-b3a7-928683e1d0e2,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20D09,677aab0d-9269-43c9-8aa1-54f13517a1a7,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20D10,84000132-3c3f-4d2f-9ae0-baa7c9e23f40,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20E05,e9172672-ec4b-42c7-a897-97fd454a7290,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20F05,b15c4d03-7682-4635-a0ea-23b0bf52ab39,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20F06,bb5727ba-03ec-4e15-9e53-15a96c400351,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20F09,3c3c629c-1791-4982-87e7-c33f09037bc5,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20H04,a79680d0-fe45-47dd-b01f-84fb353605e7,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn21D02,3440fcdd-a5ee-415d-be2e-6aa5d47e2df8,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn27C02,b476be4b-1724-47f9-8051-09113d6b9978,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn27C10,d5ce35a4-e2b9-4adb-aecc-5d54890b6477,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn27E10,b6b93b1e-65e0-4219-a674-c0a7fa4b8299,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn27G04,2b8e61fc-111a-4c29-b239-d1f615820136,MGE progenitor,CL:0011020||UBERON:0004026,neural progenitor cell||medial ganglionic eminence
D100Dn20A05,ab6621f4-d985-4301-b75c-e5b93a620035,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20A11,6b841966-5390-407f-a5bf-f536a6d1c1be,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20B02,6c0e046b-313b-4c80-9036-37e81152a196,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20B03,29d70c85-0f19-479d-85b2-d92a326dc419,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20B10,1feecc14-e569-4bf4-9875-66787ef11b77,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20C04,6efb7964-0661-4ed7-a660-18465de76183,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20C05,e06ce3f3-1cd9-4b2d-8ef5-92d7916926a6,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20C09,f4ba09c2-b72c-4ddf-9166-9e5242cd22c0,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20D06,d107bdf8-d242-42d8-8342-75292c6d404d,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20E02,9052aa5d-3069-4ce4-8164-eaf111e90813,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20E03,d7575ad7-77f1-475f-9b02-b5e087536c22,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20E07,b6862348-05eb-46d7-8de4-895fa010548a,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20E09,63ded2ad-4e30-466d-8865-91cd55da7837,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20E10,cffd31b1-0420-42a1-a54a-3fcd39ce136c,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20F01,47ddba35-0b75-4a32-88d6-39a2a66cf1c0,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20F10,950039bc-83ef-4c28-942e-194c7df6e5a1,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20G03,dfa44673-eb4c-4568-a179-c94f45ba27a6,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20G04,ad25254e-5cce-4874-a091-f8f8d814fcd0,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20G06,8ff6ede1-bac0-4777-84b0-ff977dad3b83,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20G07,78441a17-ce83-49ac-b42e-419ba2a22d09,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20H01,cbbf25b5-31d4-4f2b-950b-8b57403e794f,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20H02,55a96bcd-33da-460f-a84a-45da20baad45,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn20H05,997cc992-b473-4ebf-9883-fa19504a49eb,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn21B03,84f85bc5-f6aa-4c06-9759-e12f17192edc,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn21B08,f8a451ed-c6a4-4f81-8a13-d41332f9a958,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn21C01,c78cee46-977e-4cbf-ab56-3b87f1f60018,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn21C09,669bf383-33dd-4f29-972e-cde44afe0006,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn21D01,b62b3979-e02b-4355-ba10-2960d0bf9e52,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn21E02,317c476b-496c-4cf0-9d74-fbb06da743eb,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn21E05,0cedc629-2841-4295-a043-8e0482ec5b42,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27A11,6f4042d7-2fc4-489b-8d8d-a4de8738c96f,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27B01,d8a9a23b-3ee2-4289-839b-019813591c0e,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27C01,f19a63d2-7ec6-43a8-9219-88099cd580e7,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27C05,f4f971d4-d65e-46e2-8162-d55f3b6596ab,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27C09,3731af3a-a3d3-4d0b-8336-d0a9e5de32a5,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27D01,3a1e7956-4f8d-4fda-b393-59c79a4eea7a,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27D06,265544f9-d4df-4982-85bd-dc0a8cd657e2,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27D09,0a7ba48c-da32-48ef-a2e5-2fcc0b35fc95,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27D10,68685a04-3631-43e9-989b-55c1cd3d1f5a,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27E03,e171a09b-f65d-4818-ba05-4dabfda758af,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27E06,012e0b78-0ca3-49a4-9ee7-c224753c1280,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27F08,3aa3a998-5a38-4218-82d4-21fe44026287,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27F09,c23d58a6-ba39-4d31-9ee2-7cb69ad4ca00,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27F11,7f47f77f-5a42-4b6b-8dd8-747704ffcfd6,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27G07,ac0a7467-397d-4209-bc77-91c50c5142ca,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27H02,c5fc1f32-990d-4fc1-ab5a-30a653be91de,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27H05,b57863d5-2723-4e0d-bd30-f71e1c273955,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dn27H11,dbde8a54-9b78-4694-ad5f-a0ea92cccbbe,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dp3B01,efd7cc0c-c556-447b-8ee7-757973247f25,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dp10G07,d454aa92-c8e6-465f-bbb4-dd590ba48231,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dp17F06,51881339-3a0f-4f2d-9ce1-616160fe01bf,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D100Dp24H10,b9d72807-6bd0-4a69-b077-3cdd5fa17253,MGE progenitor,CL:0011020||UBERON:0004027,neural progenitor cell||medial ganglionic eminence
D125Dn23E05,440e9f14-6cd0-411d-a766-8897d1257a78,MGE progenitor,CL:0011020||UBERON:0004028,neural progenitor cell||medial ganglionic eminence
D125Dn23F11,6ed8190d-575c-4ebe-8c15-844dd0165ba9,MGE progenitor,CL:0011020||UBERON:0004028,neural progenitor cell||medial ganglionic eminence
D125Dn23H06,181cd437-5f34-415c-bf17-b924e2952bff,MGE progenitor,CL:0011020||UBERON:0004028,neural progenitor cell||medial ganglionic eminence
D125Dn23H07,5bf06b2e-f72c-48b2-84cc-afe5234318b6,MGE progenitor,CL:0011020||UBERON:0004028,neural progenitor cell||medial ganglionic eminence
D125Dn23H11,bf8567a3-06b5-4ff0-8971-3c7a86ade24f,MGE progenitor,CL:0011020||UBERON:0004028,neural progenitor cell||medial ganglionic eminence
D125Dn23B02,874f97be-c4d3-4558-b073-30bc2a38ef1e,MGE progenitor,CL:0011020||UBERON:0004029,neural progenitor cell||medial ganglionic eminence
D125Dn23B06,da6cf6a9-99b1-4e59-b4c3-e24d3998d13a,MGE progenitor,CL:0011020||UBERON:0004029,neural progenitor cell||medial ganglionic eminence
D125Dn23E03,94463f7c-1ccd-4b93-bffa-2995088a930c,MGE progenitor,CL:0011020||UBERON:0004029,neural progenitor cell||medial ganglionic eminence
D125Dn23G11,ed56753c-4880-4830-a3ef-434ff0eaedfd,MGE progenitor,CL:0011020||UBERON:0004029,neural progenitor cell||medial ganglionic eminence
D125Dn23H10,00966e7e-bd40-4e2b-8947-11daa07f4508,MGE progenitor,CL:0011020||UBERON:0004029,neural progenitor cell||medial ganglionic eminence
D125Dn23A01,65e34eea-40cf-48bb-8c53-73026522678e,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23A02,b6c4c7cd-ba92-41c2-b9eb-330ca929080c,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23A03,4509bee4-d400-43e9-bb84-81d4b58dec68,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23B11,97806a4c-79e6-4f7c-868e-893a2f05870b,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23C04,d13ef29e-3e47-46a7-a680-053284ae3353,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23C09,8bf877f3-9d3c-4c52-b019-e69f0993d383,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23D01,64eece71-51c8-4be2-a76d-8d67a7540c8b,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23D02,01632042-fb73-4cb9-bcef-f0efe99fbf1f,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23D05,037cc1c5-0309-4650-838e-cc53512c41ff,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23D06,3e645621-b4d7-4833-93c1-16092227a39f,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23E07,ef3ecf68-446b-42c4-ad23-e07ba07ecc9f,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23E09,058f015b-df68-4595-ac31-c791bc85ec59,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23F01,cd61d928-80f9-4799-b7d9-384b7cbd74d6,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23F10,626e55e1-0870-4627-a905-d536adda5053,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23G01,f2b1178c-e8b1-4527-b3e9-ad3ea905d69c,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23G04,334bfd4f-f722-46ce-8a00-ef1ea8e03f1c,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23G08,8404c2a6-6bb8-407d-b1fd-8a6a2565908c,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
D125Dn23G09,c2248a05-55a9-42b8-844c-f463d7ad4771,MGE progenitor,CL:0011020||UBERON:0004030,neural progenitor cell||medial ganglionic eminence
