cell_suspension.biomaterial_core.biomaterial_id,inferred_cell_type,organism_part,cell_suspension.provenance.document_id
24088_3_118,monocyte,blood,07166a59-f897-406c-b210-45cfd86e3212
24088_6_271,T cell,blood,dc2f050b-197a-4e87-b7fe-693ffc5eb416
24088_5_38,CD16-positive natural killer cell (NK CD16+),blood,a0080b1a-77ea-4026-bcdc-b3c52ced49e3
24088_5_8,NA,blood,0a8a69b8-4884-4cc8-96d8-92f96f194e53
24088_6_347,monocyte,blood,167596cf-7ac2-486b-8e10-2e01fa44f880
24088_5_5,T cell,blood,3f49fd2e-9342-45ae-af9f-d28949262148
24088_5_325,T cell,blood,ae374935-d794-4e52-93d6-b55695374619
24088_3_281,T cell,blood,a3fee52d-ab13-4e5b-b17a-63d58ce5346e
24088_6_106,NA,blood,9e3dfc2f-7a0b-49b3-bd3b-81cfc8f24476
24088_4_110,T cell,blood,bba787f7-8fd6-4c6d-a5e1-36d9c9b509ac
24088_5_146,T cell,blood,8ef8a6b6-7e81-429b-a7b8-56334111230e
24088_6_345,monocyte,blood,9f533d56-1079-4f2c-9bf7-7ffeaf3afbfa
24088_5_186,T cell,blood,bccb93fa-6b31-4c5e-bbfb-3678058cb95e
24088_3_259,T cell,blood,2d3bfb3b-cb6b-4e23-8527-dfa1b84105c0
24088_6_156,villous cytotrophoblast (VCT),blood,1d406d92-86d3-43a6-9655-bfa5f0e7c4e7
24088_5_323,T cell,blood,afd1e3b5-b7f0-49f9-bc3f-89bf4a0e268d
24088_5_265,monocyte,blood,f4920ef3-5ae5-49ef-b970-b43b91171ad7
24088_6_289,T cell,blood,0d772267-0753-470a-852f-bead68bce168
24088_5_217,monocyte,blood,03edbda1-5fab-4426-9304-e91d0a1778ed
24088_5_72,T cell,blood,1b2d7b39-78b6-41f5-9bc1-da24d64dfd63
24088_6_119,T cell,blood,3661e43d-a72d-4e8b-9a21-f543eeb0b06c
24088_5_231,T cell,blood,a83c477a-27c6-4687-acbf-6e216464865b
24088_6_50,T cell,blood,ca498d69-59e2-4a04-908e-f94ce4e1c7e3
24088_3_135,monocyte,blood,3a1fd256-b8e3-4c57-9ab6-2149af8cf3a2
24088_5_351,T cell,blood,2fe40dba-f67f-4664-be0c-7e3964dfb9b4
24088_4_34,NA,blood,8da47f58-23a6-406f-841a-f5ae0a5bf1f7
24088_3_275,T cell,blood,04374868-e021-4659-95a7-42fd3f39b6fe
24088_3_96,T cell,blood,4b7ec7b2-647a-486f-b61e-c623849c034d
24088_5_341,plasmacytoid dendritic cell (DC2),blood,d002b0bc-afd5-4b2d-a480-5a6fae2fb4b8
24088_3_86,monocyte,blood,91961d19-dbaf-4a44-a0c0-81999d46301c
24088_6_377,plasma cell,blood,4b6d4693-7e68-49a9-a93e-1bf6b70eb03a
24088_5_50,T cell,blood,4ff23f85-ed03-4bc2-ac5c-c1f761711d29
24088_6_353,monocyte,blood,00fdffb0-44c4-47c6-8a40-98536d81e57d
24088_6_291,T cell,blood,f5dce013-33bb-4831-bfe9-595cb2ff3e80
24088_3_106,T cell,blood,89a99623-28b7-4f1c-af02-25b924085478
24088_3_63,monocyte,blood,6ad12ab6-46d6-48f0-b073-69175cd32f6a
24088_5_317,monocyte,blood,1d6a23ac-f60d-410e-a055-8bdb64e4cb6f
24088_5_143,T cell,blood,79f8e9a6-0595-4c23-a2c6-0bf45a967402
24088_6_212,NA,blood,da21cd3e-ddd0-428b-a966-c9b854cd7e7f
24088_3_273,T cell,blood,43858fec-0a4c-40a5-9a82-64ee27962ec7
24088_5_334,monocyte,blood,f99ed6d9-c6da-4e09-bb71-d79905cfe654
24088_3_263,monocyte,blood,06923068-8202-40c4-a42e-d51070fb574c
24088_6_147,T cell,blood,2d7955b1-e0ba-46df-8c17-7625e30138f9
24088_4_95,NA,blood,ce8de6ce-1030-4353-a4cb-4a77d99e8267
24088_6_174,NA,blood,9d06d40c-6f3b-4f89-be75-60406033064c
24088_4_3,T cell,blood,8034fe00-e5be-4aec-b434-b694a1adc89a
24088_5_169,CD16-positive natural killer cell (NK CD16+),blood,ef592b1b-9c43-4bf3-a0a5-01977227a350
24088_5_183,CD16-negative natural killer cell (NK CD16-),blood,6565a28d-4045-4a6a-8a8d-7c6fa8ed769d
24088_3_38,monocyte,blood,6f2d18bd-2fd4-4d3b-9a82-0b28fb091754
24088_3_126,T cell,blood,56086750-d6c5-4107-8124-523ebc0aa56d
24088_6_178,T cell,blood,59824e4d-b5ee-405d-80e4-66504576b91b
24088_5_117,T cell,blood,4bb6d055-62c7-4503-9878-4da4fe1ded9a
24088_6_136,monocyte,blood,aeff9343-7506-4b82-b34c-d6fad6666122
24088_6_56,T cell,blood,f5da7425-99bc-43a3-89e4-c4ba4770f880
24088_6_9,CD16-positive natural killer cell (NK CD16+),blood,79e72718-ded6-424e-98cd-b8e09e119f47
24088_6_115,monocyte,blood,c843585a-987d-4bbf-a2e2-8749dfb68f4c
24088_6_95,monocyte,blood,7926fd80-cf0f-4291-bbaf-51426db2fe62
24088_5_175,CD16-positive natural killer cell (NK CD16+),blood,57dbb0ea-cead-4f17-8555-78c50655e325
24088_4_87,T cell,blood,b20760ea-b476-4736-8975-b9f4fce3bc57
24088_4_64,T cell,blood,a0e87eb8-53bc-4cf3-8ca6-26c33aef8b4f
24088_3_83,monocyte,blood,f32730c6-c033-4e5c-bf38-e375bf547ac7
24088_3_94,monocyte,blood,a53e79ab-a6fb-4bf1-ae8a-bcf191f230d3
24088_6_263,T cell,blood,5a9a3dbc-e535-4c27-93ef-5acb0b332588
24088_5_236,T cell,blood,9cbae5e5-7bb6-4ca5-9b67-9ce4aaba1bd3
24088_4_26,T cell,blood,dd16b96e-cb64-4b6d-94fd-703eee660054
24088_4_166,T cell,blood,a4f16d2a-60ca-4f7b-9c42-14ef563bcfbe
24088_5_125,T cell,blood,19feb3e8-eb5c-4f83-a939-78224f877c2a
24088_3_143,T cell,blood,797c5756-a264-4619-b1c9-fd468c0451bf
24088_6_70,monocyte,blood,54f59c29-aa89-482c-9d39-bcff146730a3
24088_6_52,CD16-positive natural killer cell (NK CD16+),blood,af0b21d9-b78f-4b98-ab8c-4acd027f7815
24088_3_70,monocyte,blood,20588f58-147e-40b3-b5ea-c4965fca0ccf
24088_6_100,T cell,blood,0f636acf-21fd-4b36-b905-4eba8f0ca827
24088_4_97,T cell,blood,c377b8a3-4665-4fe3-8add-50587c6d10ae
24088_3_347,T cell,blood,254f8b63-2e4e-4693-9a56-9b883b18b566
24088_6_83,monocyte,blood,46af34e1-e316-4ec7-b3a4-9fbb2f831c3e
24088_6_196,NA,blood,2305f4e2-9998-453d-b921-2f47b2adc289
24088_5_302,T cell,blood,fcd154f1-1dec-4025-9977-382fe3fc2d73
24088_5_84,NA,blood,d5adc88f-99da-4a61-8180-047b7d510495
24088_6_236,monocyte,blood,f6a5cfb7-6d37-4667-828e-af888ac3b477
24088_3_197,T cell,blood,d2368deb-4c81-4e69-8af8-cc37d15a956e
24088_4_154,T cell,blood,f478ad87-ec8f-4bb2-a256-e267420ac437
24088_6_357,T cell,blood,a03d97fc-0492-4a18-8a2d-c8f400f89240
24088_5_25,T cell,blood,a3d1b3ce-3a38-48fe-9fda-8b195ce787f8
24088_4_66,T cell,blood,d3c06c6e-1803-433d-9d3b-3d49cc5dc1b9
24088_3_116,monocyte,blood,4485f1c3-a9d7-48ea-83fb-3498b38a1a68
24088_5_23,T cell,blood,f7bfd1a4-29f5-4264-9484-e01b2e9cd3f9
24088_3_77,T cell,blood,061b2fd9-8e8a-4a93-8b09-f7226a2b086f
24088_5_286,monocyte,blood,98fd4b4a-e10d-4ae0-b0b8-9e9b2a524650
24088_6_355,plasmacytoid dendritic cell (DC2),blood,17874ba1-2d30-4a5b-8802-e53016c5375d
24088_5_62,CD16-positive natural killer cell (NK CD16+),blood,fedc492e-7c50-4093-b27d-ce034fc1b263
24088_6_190,monocyte,blood,fd7c9bb5-7266-4a9c-9ebb-731cbf5c174f
24088_3_196,CD16-positive natural killer cell (NK CD16+),blood,6f911f3c-a5ac-480c-8c6e-5dbdf501f16a
24088_6_216,T cell,blood,2c5a40c4-8af8-44b6-ba6f-79b2d82ad17b
24088_6_302,monocyte,blood,68127f30-ebe7-4383-961a-1fa15c0f2c4f
24088_5_163,CD16-negative natural killer cell (NK CD16-),blood,54bee304-6306-44f2-b575-1eb954913595
24088_3_149,T cell,blood,6efe2019-3184-42fc-bcb6-30baf12ec501
24088_6_296,T cell,blood,56da42ee-5cac-4019-9781-9afb3a2a5fa9
24088_6_368,T cell,blood,fa6ff48a-c698-4059-b7ab-3cddf4480113
24088_3_374,T cell,blood,3ea70145-8783-4b94-a8df-5b0e20cb03f4
24088_5_132,CD16-negative natural killer cell (NK CD16-),blood,37387f67-a234-4c1c-912b-bd135a7c12f6
24088_5_263,monocyte,blood,9f952d65-e75c-478f-9114-962a8a195428
24088_3_223,T cell,blood,868f4b02-653c-47ec-b460-11b424697c28
24088_4_20,T cell,blood,2692c12a-0ba4-459a-bf2d-20939640ba42
24088_3_238,CD16-negative natural killer cell (NK CD16-),blood,55aa1253-550c-445f-a278-39d98f9f429b
24088_5_148,T cell,blood,eaf41370-e388-46cd-8034-3dd607c6fdb1
24088_4_120,T cell,blood,92c361f0-da0f-423f-b440-717a84940bd1
24088_6_258,monocyte,blood,fc99fec3-dc23-4c25-bf12-b2f62cfa2d79
24088_3_39,monocyte,blood,49bb24e3-9f99-43b8-8077-84b805dbb2ec
24088_4_128,CD16-negative natural killer cell (NK CD16-),blood,ec3552c4-934f-4f1c-95ae-275aa46f2c6a
24088_6_110,monocyte,blood,2c2d716d-5475-4121-8dae-49b01c1c4392
24088_5_153,T cell,blood,e6f9c85c-eda4-4be3-befb-5a8320ff6639
24088_4_55,T cell,blood,7efe8aa3-d659-4d19-8ca8-1c3443720b5c
24088_3_146,T cell,blood,8133e934-ea96-49ab-bb37-a2b8b8d17c8f
24088_6_317,T cell,blood,47dd7b3c-07b1-42d4-9b45-39f73bfb31d4
24088_5_197,monocyte,blood,a87587a0-475b-417b-9eca-94774972ad5d
24088_4_131,T cell,blood,83b03cad-d0a4-48ea-a674-30859d5dedb0
24088_6_65,monocyte,blood,3af5df59-7c66-485b-8735-1b73b5fceebb
24088_6_63,monocyte,blood,b8b6cb9d-2cca-415e-b77b-052f6874540c
24088_3_207,T cell,blood,4bfad364-a6b7-4419-aa5f-489ffce4a10d
24088_5_319,monocyte,blood,8a3fc095-9e30-42a8-8eaf-65180cd93c1b
24088_6_138,monocyte,blood,dccaa99e-7560-4e12-acbd-b538c2d2868a
24088_3_250,NA,blood,022426f5-5944-4d88-8eb0-82e03c01654e
24088_6_344,T cell,blood,a926edce-8d91-4341-806d-5a9ba1667ef2
24088_4_111,T cell,blood,541b505e-933c-47aa-b325-5762df1dc466
24088_3_24,T cell,blood,266813b7-a7f5-4e43-a205-06c16a7d8d0e
24088_5_315,monocyte,blood,fcf883e1-5a03-429a-9006-0f62c6ba2c87
24088_5_308,T cell,blood,dc89e956-2060-4802-adde-6c269c7df532
24088_3_80,T cell,blood,61b1fc8f-adc7-4322-ba42-36f387a10d82
24088_5_185,CD16-positive natural killer cell (NK CD16+),blood,162a3689-0421-4327-9b3f-51e642a094a7
24088_4_98,NA,blood,4455a967-eb9a-4b0a-8128-39935121fb2a
24088_5_128,T cell,blood,10d49cb6-d5e3-4778-9158-f4cf5532b8f8
24088_6_184,plasmacytoid dendritic cell (DC2),blood,f96cdba3-70db-4628-9ebb-404d7aef07b6
24088_5_55,T cell,blood,b8ce3002-d4b8-4de7-83c2-8cb6bf6f6cd3
24088_4_49,T cell,blood,ed4fae34-b2c1-4f84-9c97-ce6af7c0123a
24088_5_253,T cell,blood,11c6ea48-92fb-4e34-ae8f-28efc04ed920
24088_6_94,monocyte,blood,04f6fc76-f67a-4531-9a2f-06a2cc79f293
24088_6_39,monocyte,blood,226671e9-b9dd-4ea3-ad4d-8c9eb7c2ee36
24088_6_160,plasma cell,blood,5febc548-058d-4e69-9b24-c0b6cdb5af55
24088_6_255,monocyte,blood,719206ff-ea58-4783-9b79-2dd16bf7f967
24088_5_4,T cell,blood,47a30ea8-b42c-416d-a1f0-685188e28ac2
24088_3_103,T cell,blood,02e86683-4d63-4fda-98a7-326826b96a7a
24088_6_17,monocyte,blood,01343709-238a-4481-bbbb-975169408d24
24088_5_281,T cell,blood,5bc8caf9-d3f1-42d5-8759-1adafb8b8116
24088_4_180,T cell,blood,88d12050-7985-4918-9461-11c787010461
24088_3_44,monocyte,blood,092a37e0-43c5-46a2-838d-848151cf51f1
24088_3_95,T cell,blood,9df63f5d-0d19-47e1-b2c8-262f64ae0748
24088_5_355,T cell,blood,63fd0e82-c93d-4d3a-8abc-6f744c4fc0a8
24088_4_181,T cell,blood,183cde23-7433-48d9-8b8a-1bb19630acf2
24088_3_358,T cell,blood,32d3313f-c827-4654-afd7-84149338ce88
24088_3_298,T cell,blood,92256b67-010a-4645-9c47-12d40a1fa9da
24088_6_159,monocyte,blood,b5933649-b8ff-4f22-8966-c7492f130b3c
24088_4_57,T cell,blood,597974e5-cc56-4f54-a1f9-2a53f1c9c27f
24088_3_31,T cell,blood,1bf38642-18e5-4f40-b2f5-9396ad4989b9
24088_6_230,monocyte,blood,cf1d6b7d-43c5-429a-adaa-d8d834035dec
24088_5_348,T cell,blood,f9de7972-2316-4ecf-ac66-a32dc5fae465
24088_6_360,CD16-positive natural killer cell (NK CD16+),blood,eb26b42b-320e-4928-b35f-7aac6fea4422
24088_3_136,monocyte,blood,80ca86c1-ed9f-4d91-b2fa-de427f18dfac
24088_6_308,monocyte,blood,1e972163-41cb-4948-9eed-1e8bd9fdb3a8
24088_5_167,T cell,blood,851f2f96-77ff-40c3-8dd2-1ca4964146af
24088_3_55,T cell,blood,ad608ea6-a780-4bab-8322-9377ddb48882
24088_3_36,monocyte,blood,5decef9e-ae70-46c0-b222-14bdbd4a342b
24088_5_250,T cell,blood,d1858cf7-536b-490a-8dd9-0248de72456a
24088_5_123,T cell,blood,7f988e44-ad4d-48d6-8226-3f719911a322
24088_4_103,NA,blood,aa919b04-76b1-4c31-b7d0-87fc42cb96f6
24088_3_119,T cell,blood,15275e3d-c728-4941-bb06-d62901b7b8ff
24088_3_32,T cell,blood,17cc37b0-ee94-4651-b7b3-7a4e752c007f
24088_3_302,T cell,blood,528076bc-0f88-4fee-8a97-77886de4237f
24088_5_256,T cell,blood,6769af97-4c93-406c-aec6-59f61bdee128
24088_3_360,T cell,blood,9e7e7f03-25c2-4b8b-9d66-f832031f44c0
24088_6_332,monocyte,blood,899bb126-2539-4836-b93b-3f51ea8c6f02
24088_3_336,T cell,blood,f719d75f-8604-4ef2-8c5f-ac83bd73341a
24088_4_52,CD16-positive natural killer cell (NK CD16+),blood,817d334e-e800-4862-b7fa-f7d913509f69
24088_4_80,monocyte,blood,3a2b8eb1-e747-4861-8acc-deb4030b7cf6
24088_6_36,monocyte,blood,3159eb83-17ad-42df-b4ae-53c1872c832d
24088_3_12,monocyte,blood,ca5d927e-2f9d-49e0-8fd8-665b1d0f3e34
24088_3_210,T cell,blood,dec12779-9ce2-44e3-b985-9a167d2fc252
24088_6_97,CD16-positive natural killer cell (NK CD16+),blood,30d6a680-c10f-460a-ad50-62b8d9479eec
24088_3_335,T cell,blood,98600681-ea0f-475a-b3e9-3c5946102f79
24088_5_32,T cell,blood,7316c355-5d95-4fc6-b98e-3768a34adc96
24088_4_19,T cell,blood,e5fe1f1a-592c-43f8-996e-62f757eaab6a
24088_4_51,T cell,blood,042065ed-1816-4b61-ba29-7b162ec572d0
24088_5_332,T cell,blood,42651029-c197-4dab-bdcb-2460279300a4
24088_6_224,T cell,blood,e92e52a5-478b-4d99-a7c6-2328aa86e223
24088_5_96,T cell,blood,456f504b-facc-4a11-a9f4-13e8ef069028
24088_4_143,CD16-negative natural killer cell (NK CD16-),blood,30e61795-8b08-4589-ad68-9196f55de790
24088_3_73,T cell,blood,2779182e-e77f-45d8-a2b2-c95b0b11b335
24088_5_237,monocyte,blood,c9bee217-2869-4d2f-97df-6820b6b8dff5
24088_3_152,T cell,blood,22460639-7aac-4ac5-b266-ab76265f0ba5
24088_6_349,plasmacytoid dendritic cell (DC2),blood,40bc0f2d-60b2-4857-b8a3-a909811d2439
24088_5_170,T cell,blood,07e2d1d9-4fec-47a0-bdb7-35f3cc236932
24088_3_115,monocyte,blood,4bd9a30a-ea1c-4d4e-93fd-dd0bf0d166cb
24088_5_369,CD16-positive natural killer cell (NK CD16+),blood,db75593d-02e7-4677-963b-57522e3df1ef
24088_3_350,NA,blood,ec305b95-bca9-4504-a5e2-5ebf1c4133b1
24088_3_306,T cell,blood,378ef23c-062b-45c2-954a-4fe88fa7cc05
24088_5_353,T cell,blood,bf1289de-52df-40d8-b805-409115a391d9
24088_5_380,T cell,blood,762ff9ba-7366-48fb-a760-25c67884995c
24088_5_56,T cell,blood,a4c4c103-bb82-4929-a53b-276c6520789f
24088_3_142,monocyte,blood,f6938711-0757-482d-a11e-8ef3e6e46300
24088_3_141,monocyte,blood,08e58d73-3c4d-4f4e-b9a5-2bd4e2d686a9
24088_4_172,T cell,blood,1029f992-ae57-4132-8644-2c01d4a2e8ff
24088_6_112,monocyte,blood,13d2feb9-9910-42fd-bec0-26799a0b4a48
24088_3_192,T cell,blood,4aa56e79-1d6f-45c1-941f-882d6f2e5832
24088_4_118,T cell,blood,66562a97-92b7-447b-97db-d523bfa6b87b
24088_5_78,T cell,blood,be5cc8f6-59ba-47db-9fbb-a20c91a32fbd
24088_6_7,CD16-positive natural killer cell (NK CD16+),blood,07d66e3c-2c8b-4b51-93c4-662699378d67
24088_3_232,T cell,blood,bb0a4f9f-ec1c-4e9e-a4e1-0314d3dec987
24088_5_294,monocyte,blood,e1d6a6ba-a4c0-40f8-a5b8-dbea6404e1c3
24088_5_304,T cell,blood,a143d887-26bf-469c-8a1a-07fb4b6c680f
24088_5_338,T cell,blood,3f8b4f89-9e16-478a-ab42-74e1dbaeced5
24088_3_198,T cell,blood,75266367-0fa2-44ec-9c0f-db14bbebd420
24088_6_203,monocyte,blood,ee33809f-e7c2-43e7-8a04-61656f64bd3f
24088_6_137,monocyte,blood,29783d41-9665-4705-b922-e7ddba8b1752
24088_6_175,T cell,blood,37bd6218-a520-425a-a8bd-504272e1eebd
24088_5_64,CD16-positive natural killer cell (NK CD16+),blood,ffc5f762-0b20-43ee-a26f-c1fcbeca3296
24088_4_145,CD16-negative natural killer cell (NK CD16-),blood,305005ed-8870-4379-956e-aabc9a700e8a
24088_5_330,T cell,blood,efb708bc-fec3-4d61-8073-00927203389d
24088_3_179,plasmacytoid dendritic cell (DC2),blood,042c36b0-037a-4999-99b2-1f8f99a14c8e
24088_5_251,T cell,blood,0a767cdc-d1c0-4987-8696-bc2df402d798
24088_6_294,T cell,blood,f838cb2b-a560-4402-8893-0f5c6d2455a5
24088_5_296,monocyte,blood,1ae0c549-34e2-4125-a6be-bb34494ecdc6
24088_6_335,T cell,blood,62bf6436-8813-4ee6-a8be-a3fed1e19cfe
24088_5_26,T cell,blood,0228935e-1856-472a-b912-a6bb845a5bf5
24088_5_303,T cell,blood,2570bf4c-751c-404d-86dc-5ff05a7ff87f
24088_4_106,NA,blood,cbf1251a-aad7-4379-888e-5d3c9a55a2fe
24088_4_88,T cell,blood,9900b143-6059-4e3d-baa1-72537960eac2
24088_6_109,monocyte,blood,26b622fc-ecbf-40f1-a8eb-dd2cc77a5f13
24088_3_9,T cell,blood,7a131586-7842-465b-bc3d-6b02b37698c9
24088_5_235,T cell,blood,4a0ed6b3-b6db-4d74-a9eb-2f47fd45196b
24088_5_83,T cell,blood,91eb6324-6f9d-4707-9caa-b59c73d67578
24088_3_269,NA,blood,15c184b9-03af-4d64-8a78-cc3032690cb9
24088_5_299,T cell,blood,2fea98d5-920f-441b-8ed8-5d2927bd3162
24088_6_241,T cell,blood,efd0fbe6-f303-48b6-877b-1d6d8f8c2384
24088_3_228,T cell,blood,d57a2e6c-4f74-42e2-940f-1aa05f46d501
24088_3_166,monocyte,blood,37bcd929-bcb9-4a49-8f63-b3389e7c1575
24088_3_235,T cell,blood,0582ff5e-61ed-4de3-9f71-9d4f1a55c9ce
24088_5_17,CD16-positive natural killer cell (NK CD16+),blood,9c4a903f-8900-4c10-8d25-cdf9181c879f
24088_4_63,T cell,blood,1d69bb7e-3dd2-4cda-b4ea-7208b120527f
24088_5_98,T cell,blood,6a4c75df-25a8-4a79-afa7-5e283e0e63ba
24088_6_341,T cell,blood,7ac9b443-bc1b-4f40-acc4-10910ed5e558
24088_4_17,T cell,blood,64da7873-9e8f-4b9e-8f36-5382c8bd5cfc
24088_6_220,T cell,blood,cf366023-80ac-4d37-a84e-f662f7c929a8
24088_5_52,T cell,blood,56bfc558-5550-4ed0-b03f-f16148ff7b0d
24088_5_63,CD16-positive natural killer cell (NK CD16+),blood,d2e0aa5c-6a13-495a-bec1-561b546584a1
24088_5_275,T cell,blood,6c9dd558-1fd4-4b47-aac0-b8ff747c59ff
24088_6_84,monocyte,blood,f2dec4d0-35f5-4faf-a181-249f7cc5374c
24088_3_10,T cell,blood,eaade371-5d37-4892-847e-1a3280bf0782
24088_3_341,T cell,blood,7cd9ec7b-7f26-4c87-a20d-516b25c36c93
24088_3_209,T cell,blood,d837ee4d-18b0-4067-a11b-c59dce310f96
24088_5_66,T cell,blood,53c3a407-aa96-4f70-b841-2beb933270a5
24088_6_27,T cell,blood,0887561a-81ae-4dc6-b8e7-9340d71d9d0a
24088_5_282,T cell,blood,6cc66eae-f96c-4f9e-9253-183e56199268
24088_4_155,T cell,blood,2601e4bf-ed28-4e98-9dbf-6859ce195048
24088_4_171,T cell,blood,7120e9cc-9388-4e08-830c-027fbb5df690
24088_3_16,monocyte,blood,cd074861-489e-4866-a432-37a966faeffd
24088_5_238,monocyte,blood,4dbb2316-a113-47ef-bcec-99ca6340cf3e
24088_4_127,CD16-negative natural killer cell (NK CD16-),blood,3bc70083-478c-4651-bc31-cf1250b7b2f4
24088_6_32,CD16-positive natural killer cell (NK CD16+),blood,c4581a0f-48d1-4c6a-9c39-34efcebd3a09
24088_3_282,T cell,blood,e434a6ec-f260-4234-8d60-a47700881e16
24088_3_262,monocyte,blood,3f45152d-c819-47aa-96ab-dcc989ac9a72
24088_5_311,monocyte,blood,f0af5e57-340a-424d-9df2-ec50f5184f54
24088_3_308,T cell,blood,9dfe2058-b1dc-40e1-9d32-01e5a26c84c4
24088_6_379,T cell,blood,550fe970-8704-4466-83e3-63935097bd34
24088_5_115,granulocyte,blood,c13f2061-0886-4f2f-b61f-882d463c82f8
24088_5_264,monocyte,blood,31ca7279-84c4-4d69-850a-8cff8a7a9671
24088_3_243,T cell,blood,57b0c6c4-7d01-47f3-9c8d-2b402f17c395
24088_3_15,monocyte,blood,b4e442b2-50a0-48cc-ae5b-cea602c68506
24088_6_118,monocyte,blood,c615f91f-d56c-46bb-99b6-af5ea8b18d64
24088_5_114,T cell,blood,cf1aaa5b-aab6-449b-bd28-2cdf55742b2e
24088_5_88,plasma cell,blood,6f83cfd1-97e5-45fd-8e8b-94438098c14a
24088_5_359,plasmacytoid dendritic cell (DC2),blood,7939e76e-bcc6-4169-acc7-f70b677c090c
24088_5_112,NA,blood,0489acaf-cf16-4438-b1ab-ebbf066d13ff
24088_5_11,T cell,blood,1170f6fc-b339-483a-9dfc-fbdb9e4c6f94
24088_5_368,monocyte,blood,29b05bd1-101d-4cd1-9097-c3304cc0c281
24088_5_272,monocyte,blood,e54799a2-8de8-42ee-b127-68c0a0f555c3
24088_3_297,T cell,blood,9ec22e1b-d142-42c6-8662-2a6c493d87f9
24088_3_321,T cell,blood,e076841f-211f-4b95-af08-9beb818633ae
24088_4_158,T cell,blood,285984a0-002c-4e20-a613-ece4489a20a6
24088_3_174,T cell,blood,022e3fb1-99e1-49a3-9be9-6e70dbe4bb0e
24088_5_198,monocyte,blood,b0913935-f534-434c-90e4-6ad6d55318e4
24088_3_266,NA,blood,9f50e585-992d-437d-94e2-e3a15012949e
24088_4_136,T cell,blood,8e4594f6-8d69-4ae6-af34-4142fd72ff7d
24088_5_45,T cell,blood,765699cc-6ed9-4e2d-b688-6d63970894f9
24088_5_58,T cell,blood,264d6253-4b33-443e-bc1f-5373433c9e74
24088_5_71,T cell,blood,f0f505bd-e581-4ba7-87c4-cdfd263e548f
24088_3_208,T cell,blood,a0acc87b-ce57-46e5-8609-aabdc659ca12
24088_6_186,plasma cell,blood,b1d14e5a-7c05-4ec3-b83f-dd29c3d73485
24088_5_129,T cell,blood,0e4af7cc-115d-4850-a2d2-71d8df1e68b9
24088_5_41,T cell,blood,6fec06b0-9bd5-4c66-b3ba-9b3641361a6f
24088_6_279,monocyte,blood,007a2a62-14e8-4965-b78b-4345658395b4
24088_4_101,granulocyte,blood,27452e36-58a3-4a29-9e09-e273b62705d7
24088_4_24,T cell,blood,a813e62e-27f5-4161-851c-2de54b9762f4
24088_3_311,T cell,blood,f33a5b7f-c5e8-450e-9588-58360629f57d
24088_3_244,T cell,blood,cfbb7b5a-169f-41d9-b252-a7a45b389dac
24088_3_280,villous cytotrophoblast (VCT),blood,7419daea-a5d9-46d4-8c04-628d68d7aa14
24088_6_85,monocyte,blood,ced704ba-8f43-4680-9360-bb15226e6b5c
24088_5_178,T cell,blood,caf2502b-753d-4135-bdb9-86931d6a715a
24088_3_249,T cell,blood,6463b03a-4e6c-423e-b461-b74ce86cd7b9
24088_5_145,T cell,blood,08eaf02a-e2c4-4185-9d3f-671b82adfe97
24088_5_152,T cell,blood,1f6f3612-6f1f-409d-b753-cce26a0ab81f
24088_5_82,proliferating decidual natural killer cell (dNK p),blood,a3639fc3-9aa0-4449-aaeb-aab04d914c48
24088_3_212,T cell,blood,df6c672a-14d5-4986-987d-caa34537bd6b
24088_3_316,T cell,blood,d47d7a98-578e-4d38-9a61-e2fcd6cc865c
24088_5_314,monocyte,blood,16499cfc-bc61-4771-9b7c-8acf97c42019
24088_5_158,T cell,blood,abe266d6-fc6e-4032-8948-cc272855bbd2
24088_3_268,T cell,blood,0597a0d6-46b4-4471-bd97-31f112cb3a12
24088_6_321,monocyte,blood,0f83dee9-c5d3-4a0d-a91f-9a8161e4090d
24088_5_242,monocyte,blood,54afa7e6-fdc4-4691-b9fc-797a6ab6b9b6
24088_6_213,T cell,blood,1563761b-422b-4564-ba16-327bd3c8a604
24088_5_27,T cell,blood,15bf5dde-afd8-4549-8ecc-627ee54bedc3
24088_5_174,T cell,blood,4d9a81d2-0172-49e9-9529-7824725a9b46
24088_5_121,T cell,blood,ab9b579c-ea13-49a0-b302-46f8b1a4a6b6
24088_5_318,monocyte,blood,66fcc471-98f3-4b65-8c72-68a816b18498
24088_3_294,NA,blood,0d474533-c065-4074-a7ed-b65338c63040
24088_5_307,CD16-positive natural killer cell (NK CD16+),blood,08667ce2-4cce-42ab-babf-79f80749cdde
24088_5_147,T cell,blood,7e4e0a33-8a1b-4216-8cac-2019f2909608
24088_4_168,CD16-negative natural killer cell (NK CD16-),blood,71d00070-7765-498b-aa27-ee4d9991dd6e
24088_5_290,monocyte,blood,fae7ed68-b62f-4ec2-a09d-59698df1f105
24088_3_22,monocyte,blood,267c563a-f7a0-4a8a-8ede-fe6f100e12bd
24088_5_29,CD16-positive natural killer cell (NK CD16+),blood,9c4a2a4d-4eff-4605-9f56-9fd86808a105
24088_5_168,T cell,blood,460efc5e-60a1-4dc3-81fd-5c41e989759f
24088_3_48,T cell,blood,98a5fd69-af5a-4834-8a95-e431227c3d5f
24088_3_151,T cell,blood,55cf2b11-96d4-4d21-b158-96a83c0104c3
24088_5_188,T cell,blood,a7a804da-8410-47f6-8bc4-3dc739f8fe50
